"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_annotation"
"1","PARP10",2805.15226511414,1.91086834014159,0.133481911656176,14.3155601866388,1.7494871311203e-46,3.46805866773176e-44,"poly(ADP-ribose) polymerase family member 10"
"2","LAMP3",1816.38209130417,4.03326100672466,0.211648089184831,19.056448949097,5.80858700916178e-81,3.11318750405853e-78,"lysosomal associated membrane protein 3"
"3","HSPA6",223.674940125948,1.06088841548541,0.204106507701369,5.19771969758852,2.01748033654046e-07,4.56885100940171e-06,"heat shock protein family A (Hsp70) member 6"
"4","SLC25A30-AS1",12.4267406259719,1.84929285911812,0.490802220114967,3.76789831693291,0.000164627730215276,0.00168243494628902,"SLC25A30 antisense RNA 1"
"5","DAAM2",242.512629458538,-1.15720899905131,0.176016255399282,-6.57444391386611,4.88353331947984e-11,2.04247429671077e-09,"dishevelled associated activator of morphogenesis 2"
"6","TRIM69",15.3356442838489,1.74820298025401,0.510820977790059,3.4223398338439,0.000620846635535063,0.00514268555399422,"tripartite motif containing 69"
"7","TYMP",3601.25352237083,2.4732190917668,0.145609592589214,16.9852758172609,1.05556248952206e-64,3.81876119646843e-62,"thymidine phosphorylase"
"8","IL18BP",62.1679201120673,2.08134696230396,0.301415005114504,6.90525331183587,5.01139228274463e-12,2.30221770551103e-10,"interleukin 18 binding protein"
"9","TGM2",7808.99506910697,1.59055449329799,0.18655664032682,8.52585300909995,1.51687789367911e-17,1.02573551399208e-15,"transglutaminase 2"
"10","EXOC3L4",22.0603664126752,2.42304992293462,0.384020998327404,6.30968080778959,2.79611535763692e-10,1.04554484083627e-08,"exocyst complex component 3 like 4"
"11","FLRT2",55.5582612003724,-1.16905538888788,0.250688257332137,-4.66338312503805,3.11052875120636e-06,5.0861538484415e-05,"fibronectin leucine rich transmembrane protein 2"
"12","STAT1",16384.8087476147,3.03563381542022,0.136379309587061,22.2587562923711,9.27858715605018e-110,8.95136231568015e-107,"signal transducer and activator of transcription 1"
"13","CASP1",1183.33713235966,1.11518750504109,0.146799987788618,7.59664576162558,3.03904952333193e-14,1.61684138426972e-12,"caspase 1"
"14","CEACAM1",1423.46838373007,1.70176275632152,0.133738466797082,12.7245570932375,4.31916974351227e-37,6.06822382120059e-35,"carcinoembryonic antigen related cell adhesion molecule 1"
"15","FAT3",36.9716857227055,-1.33844561323467,0.313746970982751,-4.26600329890756,1.99005838023284e-05,0.000272709610041188,"FAT atypical cadherin 3"
"16","ARL14",14.1464848044273,1.2562396673904,0.431092253282118,2.91408546042298,0.00356732235091723,0.0215543723340807,"ADP ribosylation factor like GTPase 14"
